identity_id,image_path,l2_dist,asr,ssim,psnr
Justin_Timberlake,results/phase2/robustness/jpeg50_facenet/Justin_Timberlake_0008_facenet_cloaked.png,1.661078,1,0.887606,34.4140
Kamal_Kharrazi,results/phase2/robustness/jpeg50_facenet/Kamal_Kharrazi_0004_facenet_cloaked.png,1.470453,1,0.915055,34.5632
Keanu_Reeves,results/phase2/robustness/jpeg50_facenet/Keanu_Reeves_0010_facenet_cloaked.png,1.658008,1,0.896600,34.0244
Kevin_Spacey,results/phase2/robustness/jpeg50_facenet/Kevin_Spacey_0001_facenet_cloaked.png,1.785553,1,0.893632,34.6509
Kim_Clijsters,results/phase2/robustness/jpeg50_facenet/Kim_Clijsters_0008_facenet_cloaked.png,1.691404,1,0.913241,34.9073
Kim_Ryong-sung,results/phase2/robustness/jpeg50_facenet/Kim_Ryong-sung_0005_facenet_cloaked.png,1.532393,1,0.892117,33.2000
King_Abdullah_II,results/phase2/robustness/jpeg50_facenet/King_Abdullah_II_0001_facenet_cloaked.png,1.724200,1,0.902069,34.6867
King_Abdullah_II,results/phase2/robustness/jpeg50_facenet/King_Abdullah_II_0002_facenet_cloaked.png,1.750741,1,0.904800,34.7731
Lance_Armstrong,results/phase2/robustness/jpeg50_facenet/Lance_Armstrong_0013_facenet_cloaked.png,1.758191,1,0.921869,36.0660
Lance_Bass,results/phase2/robustness/jpeg50_facenet/Lance_Bass_0005_facenet_cloaked.png,1.688423,1,0.897229,34.1971
Larry_Brown,results/phase2/robustness/jpeg50_facenet/Larry_Brown_0003_facenet_cloaked.png,1.765227,1,0.910378,35.5748
Laura_Bush,results/phase2/robustness/jpeg50_facenet/Laura_Bush_0013_facenet_cloaked.png,1.727830,1,0.917380,34.9481
Laura_Bush,results/phase2/robustness/jpeg50_facenet/Laura_Bush_0016_facenet_cloaked.png,1.557855,1,0.912884,33.3421
Li_Zhaoxing,results/phase2/robustness/jpeg50_facenet/Li_Zhaoxing_0007_facenet_cloaked.png,1.688636,1,0.903350,34.7883
Lucio_Gutierrez,results/phase2/robustness/jpeg50_facenet/Lucio_Gutierrez_0004_facenet_cloaked.png,1.780730,1,0.911829,34.7469
