identity_id,image_path,cosine_sim,asr,ssim,psnr
Richard_Armitage,results/phase2/robustness/downsample/Richard_Armitage_0006_cloaked.png,0.493037,0,0.961683,38.5991
Richard_Armitage,results/phase2/robustness/downsample/Richard_Armitage_0008_cloaked.png,0.420301,0,0.940974,35.9042
Richard_Virenque,results/phase2/robustness/downsample/Richard_Virenque_0003_cloaked.png,0.704812,0,0.957865,36.5696
Richard_Virenque,results/phase2/robustness/downsample/Richard_Virenque_0008_cloaked.png,0.661270,0,0.966629,32.9764
Robert_Duvall,results/phase2/robustness/downsample/Robert_Duvall_0003_cloaked.png,0.013841,1,0.956435,37.4847
Robert_Mueller,results/phase2/robustness/downsample/Robert_Mueller_0002_cloaked.png,0.692477,0,0.970506,37.2565
Roger_Moore,results/phase2/robustness/downsample/Roger_Moore_0001_cloaked.png,0.492077,0,0.945214,35.8975
Romano_Prodi,results/phase2/robustness/downsample/Romano_Prodi_0005_cloaked.png,0.434371,0,0.966991,36.4715
Romano_Prodi,results/phase2/robustness/downsample/Romano_Prodi_0006_cloaked.png,0.602857,0,0.946284,34.9285
Ron_Dittemore,results/phase2/robustness/downsample/Ron_Dittemore_0006_cloaked.png,0.544487,0,0.952244,35.4455
Ron_Dittemore,results/phase2/robustness/downsample/Ron_Dittemore_0008_cloaked.png,0.592331,0,0.949436,34.6938
Saddam_Hussein,results/phase2/robustness/downsample/Saddam_Hussein_0004_cloaked.png,0.766563,0,0.953849,35.5662
Sarah_Jessica_Parker,results/phase2/robustness/downsample/Sarah_Jessica_Parker_0002_cloaked.png,0.490482,0,0.950098,36.1619
Sarah_Jessica_Parker,results/phase2/robustness/downsample/Sarah_Jessica_Parker_0006_cloaked.png,0.477280,0,0.964712,36.1161
Scott_Peterson,results/phase2/robustness/downsample/Scott_Peterson_0001_cloaked.png,0.432656,0,0.962709,37.0875
Sean_OKeefe,results/phase2/robustness/downsample/Sean_OKeefe_0003_cloaked.png,0.729105,0,0.950470,35.1136
Serena_Williams,results/phase2/robustness/downsample/Serena_Williams_0039_cloaked.png,0.532283,0,0.969709,35.6118
Shimon_Peres,results/phase2/robustness/downsample/Shimon_Peres_0003_cloaked.png,0.699491,0,0.948202,35.9623
Steve_Nash,results/phase2/robustness/downsample/Steve_Nash_0002_cloaked.png,0.627046,0,0.968961,34.6733
Steve_Nash,results/phase2/robustness/downsample/Steve_Nash_0003_cloaked.png,0.540131,0,0.960204,36.2673
Steven_Spielberg,results/phase2/robustness/downsample/Steven_Spielberg_0002_cloaked.png,0.293736,0,0.959267,34.7496
Steven_Spielberg,results/phase2/robustness/downsample/Steven_Spielberg_0005_cloaked.png,0.501175,0,0.949216,36.0528
Tariq_Aziz,results/phase2/robustness/downsample/Tariq_Aziz_0003_cloaked.png,0.636978,0,0.925845,30.7243
Tim_Henman,results/phase2/robustness/downsample/Tim_Henman_0004_cloaked.png,0.207337,1,0.943536,36.0390
Tim_Henman,results/phase2/robustness/downsample/Tim_Henman_0017_cloaked.png,0.381025,0,0.962272,38.4314
Tom_Hanks,results/phase2/robustness/downsample/Tom_Hanks_0006_cloaked.png,0.367076,0,0.960407,37.9104
Tommy_Thompson,results/phase2/robustness/downsample/Tommy_Thompson_0004_cloaked.png,0.695170,0,0.948673,34.7004
Tony_Stewart,results/phase2/robustness/downsample/Tony_Stewart_0006_cloaked.png,0.374335,0,0.945220,34.1093
Vaclav_Havel,results/phase2/robustness/downsample/Vaclav_Havel_0001_cloaked.png,0.567861,0,0.948642,35.0842
Venus_Williams,results/phase2/robustness/downsample/Venus_Williams_0001_cloaked.png,0.482397,0,0.958360,36.9740
Venus_Williams,results/phase2/robustness/downsample/Venus_Williams_0005_cloaked.png,0.538573,0,0.948263,35.4936
Venus_Williams,results/phase2/robustness/downsample/Venus_Williams_0008_cloaked.png,0.634671,0,0.949083,35.5893
Vicente_Fox,results/phase2/robustness/downsample/Vicente_Fox_0004_cloaked.png,0.608747,0,0.953777,35.2434
Vicente_Fox,results/phase2/robustness/downsample/Vicente_Fox_0027_cloaked.png,0.657407,0,0.956479,36.0582
Vincent_Brooks,results/phase2/robustness/downsample/Vincent_Brooks_0007_cloaked.png,0.751892,0,0.966533,34.5593
Wen_Jiabao,results/phase2/robustness/downsample/Wen_Jiabao_0004_cloaked.png,0.540300,0,0.960045,36.8800
William_Macy,results/phase2/robustness/downsample/William_Macy_0005_cloaked.png,0.512782,0,0.958638,37.5860
Xanana_Gusmao,results/phase2/robustness/downsample/Xanana_Gusmao_0002_cloaked.png,0.675345,0,0.971047,39.4030
Yoriko_Kawaguchi,results/phase2/robustness/downsample/Yoriko_Kawaguchi_0008_cloaked.png,0.743569,0,0.965817,36.0668
